,zone,province,type,2545,2547,2549,2550,2552,2554,2556,2558,2560,group
329,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,อื่น ๆ,430.6,3271.73,6195,6662,8807,26874.3,2191.3,1234.6,1093.04,1
330,ภาคตะวันออกเฉียงเหนือ,เลย,เพื่อใช้จ่ายในครัวเรือน,26208.61,30924.72,42338,34500,42071,49309.3,46203.8,58490.5,38080.99,5
331,ภาคตะวันออกเฉียงเหนือ,เลย,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,6267.41,4428.99,19143,9873,6338,6714.6,9519.9,30763.5,12876.66,2
332,ภาคตะวันออกเฉียงเหนือ,เลย,เพื่อใช้ทำการเกษตร,15906.48,18320.64,29315,31441,21315,33091.2,31678.0,48628.1,55592.65,5
333,ภาคตะวันออกเฉียงเหนือ,เลย,เพื่อใช้ในการศึกษา,0.0,0.0,4583,9756,4464,2683.3,1565.6,5960.5,794.68,1
334,ภาคตะวันออกเฉียงเหนือ,เลย,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,25336.94,22719,19159,19839,30863.0,14034.6,25079.0,37565.24,2
335,ภาคตะวันออกเฉียงเหนือ,เลย,อื่น ๆ,413.24,115.86,457,3831,2394,1289.7,668.0,601.8,3213.77,1
336,ภาคตะวันออกเฉียงเหนือ,หนองคาย,เพื่อใช้จ่ายในครัวเรือน,37528.27,30841.88,21084,29752,21309,20369.1,26327.9,39167.1,37907.22,5
337,ภาคตะวันออกเฉียงเหนือ,หนองคาย,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,7138.94,19846.55,32503,15713,6039,14861.3,8173.4,4307.0,4725.27,2
338,ภาคตะวันออกเฉียงเหนือ,หนองคาย,เพื่อใช้ทำการเกษตร,13591.83,14131.96,13869,11764,11249,11985.1,13189.6,8742.9,13723.22,2
339,ภาคตะวันออกเฉียงเหนือ,หนองคาย,เพื่อใช้ในการศึกษา,0.0,0.0,5253,4210,2317,2115.4,1524.5,137.7,3148.45,1
340,ภาคตะวันออกเฉียงเหนือ,หนองคาย,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,21127.71,25628,26843,20825,12214.1,28270.2,55381.5,33940.28,5
341,ภาคตะวันออกเฉียงเหนือ,หนองคาย,อื่น ๆ,6719.45,4346.51,11476,5698,723,2878.6,3150.7,0.0,5018.18,1
342,ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,เพื่อใช้จ่ายในครัวเรือน,44074.8,33474.28,43937,32352,73820,71853.9,98661.2,79188.7,111386.25,0
343,ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,6773.38,9781.55,20872,14481,41840,28401.0,30890.2,20741.3,23051.84,2
344,ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,เพื่อใช้ทำการเกษตร,16471.43,19789.83,24744,23376,24518,44198.2,41572.8,17715.5,43998.17,5
345,ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,เพื่อใช้ในการศึกษา,0.0,0.0,1530,3608,720,2611.6,3320.5,2086.1,3630.79,1
346,ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,19707.83,14288,14375,36135,20644.6,19116.9,8012.4,65892.64,5
347,ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,อื่น ๆ,546.03,3066.95,4284,2548,347,8.6,633.6,513.7,663.49,1
348,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,เพื่อใช้จ่ายในครัวเรือน,41806.95,41754.15,18599,66158,50827,107901.7,92689.0,43556.2,91232.64,0
349,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,9084.48,14465.52,5725,6992,17034,14472.2,17649.2,9622.6,9740.28,2
350,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,เพื่อใช้ทำการเกษตร,9763.18,12212.34,23538,18249,26982,35565.1,61603.7,24356.6,46786.4,5
351,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,เพื่อใช้ในการศึกษา,0.0,0.0,2200,2029,12328,2172.5,8635.5,13452.0,6980.14,1
352,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,6980.54,4734,22815,30771,26781.4,55578.0,58919.3,26649.33,5
353,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,อื่น ๆ,1687.62,1047.83,1181,1458,829,124.5,8007.6,0.0,1007.03,1
354,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,เพื่อใช้จ่ายในครัวเรือน,48301.16,24902.24,32997,56768,34478,86766.4,66534.0,56519.0,47550.13,0
355,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,8118.45,12887.32,14992,11988,14563,16990.2,15287.8,16586.1,18574.75,2
356,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,เพื่อใช้ทำการเกษตร,16722.35,13342.37,17039,17351,17592,17527.9,29671.8,33067.9,40676.08,5
357,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,เพื่อใช้ในการศึกษา,0.0,0.0,8312,10562,2692,5449.1,2511.9,413.4,5513.94,1
358,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,13783.08,33118,43470,27852,28137.5,10719.0,24990.7,21686.86,2
359,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,อื่น ๆ,289.58,540.55,3463,3976,533,0.0,0.0,0.0,0.0,1
360,ภาคตะวันออกเฉียงเหนือ,สกลนคร,เพื่อใช้จ่ายในครัวเรือน,56393.25,23892.92,32439,48198,61836,65572.8,69889.9,71377.0,84898.94,0
361,ภาคตะวันออกเฉียงเหนือ,สกลนคร,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,12614.19,8260.11,18192,6779,12082,10512.2,8246.2,25119.5,19272.54,2
362,ภาคตะวันออกเฉียงเหนือ,สกลนคร,เพื่อใช้ทำการเกษตร,12065.28,14114.99,19112,13426,20195,24810.0,29132.3,27828.7,51185.64,5
363,ภาคตะวันออกเฉียงเหนือ,สกลนคร,เพื่อใช้ในการศึกษา,0.0,0.0,6853,2767,4196,1078.9,4920.5,1215.8,1854.79,1
364,ภาคตะวันออกเฉียงเหนือ,สกลนคร,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,22892.38,17556,40601,60070,36384.7,45629.5,37537.4,39865.95,5
365,ภาคตะวันออกเฉียงเหนือ,สกลนคร,อื่น ๆ,66.87,6708.63,2215,1353,3061,366.0,36.6,1111.3,0.0,1
366,ภาคตะวันออกเฉียงเหนือ,นครพนม,เพื่อใช้จ่ายในครัวเรือน,115799.66,25716.72,21204,27086,29130,29348.1,43508.6,58182.3,96149.68,0
367,ภาคตะวันออกเฉียงเหนือ,นครพนม,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,1729.28,10748.69,7100,9805,17971,7600.9,7029.1,7966.0,10585.65,1
368,ภาคตะวันออกเฉียงเหนือ,นครพนม,เพื่อใช้ทำการเกษตร,3558.91,10960.24,10356,10217,17908,16107.0,8843.8,11419.2,21888.14,2
369,ภาคตะวันออกเฉียงเหนือ,นครพนม,เพื่อใช้ในการศึกษา,0.0,0.0,3163,522,2208,877.3,730.9,1379.4,13733.45,1
370,ภาคตะวันออกเฉียงเหนือ,นครพนม,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,33425.57,36350,20789,23781,21052.0,28978.1,21554.2,44150.9,5
371,ภาคตะวันออกเฉียงเหนือ,นครพนม,อื่น ๆ,275.32,4685.54,7568,1629,1432,1352.6,1320.5,2315.0,6359.73,1
372,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,เพื่อใช้จ่ายในครัวเรือน,44009.08,36737.23,71911,59911,44088,85252.9,62739.5,87682.3,83662.04,0
373,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,9473.55,26384.48,7206,8467,16462,11991.0,20619.1,42348.4,8758.29,2
374,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,เพื่อใช้ทำการเกษตร,13035.8,8908.81,15746,10355,18226,11412.8,18926.2,19344.6,28988.2,2
375,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,เพื่อใช้ในการศึกษา,0.0,0.0,4007,3587,6035,4437.5,4030.9,5739.1,5268.35,1
376,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,16949.3,28524,31950,28221,65941.8,16684.7,28800.4,45086.11,5
377,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,อื่น ๆ,1.91,151.72,4669,1408,16705,3374.8,125.1,152.2,229.19,1
378,ภาคใต้,นครศรีธรรมราช,เพื่อใช้จ่ายในครัวเรือน,25409.06,31439.57,22651,21707,48898,36806.7,66204.2,68923.8,65826.8,0
379,ภาคใต้,นครศรีธรรมราช,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,47167.63,18312.76,25384,24181,29544,14392.6,10830.9,17684.9,17362.92,2
380,ภาคใต้,นครศรีธรรมราช,เพื่อใช้ทำการเกษตร,11000.31,20371.84,14591,17167,34877,12491.7,14515.4,28625.8,27945.79,2
381,ภาคใต้,นครศรีธรรมราช,เพื่อใช้ในการศึกษา,0.0,0.0,5344,4672,10407,1262.3,4203.0,4328.7,6455.78,1
382,ภาคใต้,นครศรีธรรมราช,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,33517.73,37391,32832,37163,23377.5,23146.5,44843.3,32912.27,5
383,ภาคใต้,นครศรีธรรมราช,อื่น ๆ,1214.17,1064.4,2179,3446,7096,1293.9,4777.9,69.6,2239.89,1
384,ภาคใต้,กระบี่,เพื่อใช้จ่ายในครัวเรือน,48858.36,51529.46,66051,93221,84942,98094.9,101299.8,166529.6,158934.51,3
385,ภาคใต้,กระบี่,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,31051.59,75606.33,23310,10133,44884,25734.2,17688.4,85333.6,70105.53,0
386,ภาคใต้,กระบี่,เพื่อใช้ทำการเกษตร,25369.54,27652.61,28135,20249,27964,15272.7,9032.4,25180.8,19111.74,2
387,ภาคใต้,กระบี่,เพื่อใช้ในการศึกษา,0.0,0.0,4849,6840,5032,2497.8,2393.2,6812.5,5312.58,1
388,ภาคใต้,กระบี่,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,46508.44,32474,47932,55955,34475.3,38272.9,89468.6,35759.23,5
389,ภาคใต้,กระบี่,อื่น ๆ,125.4,328.32,1979,3793,897,1419.7,259.2,0.0,13.79,1
390,ภาคใต้,พังงา,เพื่อใช้จ่ายในครัวเรือน,15715.83,13595.78,37223,53724,26581,22896.4,47987.3,75221.5,62839.44,5
391,ภาคใต้,พังงา,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,2434.69,11673.79,8576,3570,7707,8629.5,8746.3,13771.4,4686.01,1
392,ภาคใต้,พังงา,เพื่อใช้ทำการเกษตร,2076.42,9065.78,6141,7853,2050,22682.9,5556.0,20551.7,31541.94,2
393,ภาคใต้,พังงา,เพื่อใช้ในการศึกษา,0.0,0.0,4219,226,211,568.7,366.8,1487.5,514.88,1
394,ภาคใต้,พังงา,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,12424.71,31796,40255,20148,26874.2,60719.3,53134.5,32063.94,5
395,ภาคใต้,พังงา,อื่น ๆ,2089.52,924.12,0,1227,0,1076.0,0.0,0.0,0.0,1
396,ภาคใต้,ภูเก็ต,เพื่อใช้จ่ายในครัวเรือน,127887.96,34686.33,40696,42685,28767,21575.2,2953.0,71299.7,65068.57,0
397,ภาคใต้,ภูเก็ต,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,6380.24,5702.83,5420,1468,7192,11986.4,848.6,11687.1,16109.79,1
398,ภาคใต้,ภูเก็ต,เพื่อใช้ทำการเกษตร,1457.07,5799.84,899,148,0,0.0,0.0,346.5,211.74,1
399,ภาคใต้,ภูเก็ต,เพื่อใช้ในการศึกษา,0.0,0.0,1099,2614,1894,767.8,2616.7,4966.4,4981.37,1
400,ภาคใต้,ภูเก็ต,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,24420.83,24099,34028,42296,37263.8,85485.4,47076.2,152972.4,0
401,ภาคใต้,ภูเก็ต,อื่น ๆ,56.41,861.02,166,1420,50,235.7,0.0,0.0,208.09,1
402,ภาคใต้,สุราษฎร์ธานี,เพื่อใช้จ่ายในครัวเรือน,39620.92,21444.32,39034,59500,57845,70501.0,90966.5,113499.1,81010.74,0
403,ภาคใต้,สุราษฎร์ธานี,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,19480.55,11034.89,13305,28800,60888,24646.4,8981.9,10099.5,59404.3,5
404,ภาคใต้,สุราษฎร์ธานี,เพื่อใช้ทำการเกษตร,50764.27,23903.83,24646,21104,27982,13586.9,51575.5,25935.4,34057.52,5
405,ภาคใต้,สุราษฎร์ธานี,เพื่อใช้ในการศึกษา,0.0,0.0,4230,3347,2421,455.3,1161.0,3085.7,2044.46,1
406,ภาคใต้,สุราษฎร์ธานี,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,30262.26,42827,27408,35122,33288.7,46105.5,66445.2,63897.43,5
407,ภาคใต้,สุราษฎร์ธานี,อื่น ๆ,2635.76,467.46,1686,2073,3989,2246.8,207.7,0.0,47.4,1
408,ภาคใต้,ระนอง,เพื่อใช้จ่ายในครัวเรือน,32099.23,30353.62,27411,65861,49548,76106.3,74598.2,71825.4,88112.06,0
409,ภาคใต้,ระนอง,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,30262.24,13074.94,13714,37463,16271,12215.0,28717.8,6714.4,17720.87,2
410,ภาคใต้,ระนอง,เพื่อใช้ทำการเกษตร,28728.92,19664.19,17802,20486,23443,42719.4,34777.3,22919.3,30455.2,5
411,ภาคใต้,ระนอง,เพื่อใช้ในการศึกษา,0.0,0.0,419,1189,461,2756.4,1528.7,578.5,222.46,1
412,ภาคใต้,ระนอง,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,18271.93,32612,32183,12244,27622.5,41246.8,4950.3,18598.33,2
413,ภาคใต้,ระนอง,อื่น ๆ,309.64,447.23,317,136,774,0.0,0.0,6.4,1086.43,1
414,ภาคใต้,ชุมพร,เพื่อใช้จ่ายในครัวเรือน,46736.1,10374.06,14367,31367,42861,49401.2,100247.9,79100.5,75671.81,0
415,ภาคใต้,ชุมพร,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,16508.05,31738.75,27722,25996,5905,38638.9,5895.5,29757.8,13467.23,2
416,ภาคใต้,ชุมพร,เพื่อใช้ทำการเกษตร,23535.94,30317.11,25419,33299,25925,22506.9,30059.3,55067.7,43397.6,5
417,ภาคใต้,ชุมพร,เพื่อใช้ในการศึกษา,0.0,0.0,1480,2296,220,1763.5,606.5,144.1,1199.24,1
418,ภาคใต้,ชุมพร,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,15892.38,43598,34326,37338,17853.2,60262.8,35675.8,22094.49,5
419,ภาคใต้,ชุมพร,อื่น ๆ,1022.17,1872.7,3741,29,12394,0.0,386.5,0.0,1897.95,1
420,ภาคใต้,สงขลา,เพื่อใช้จ่ายในครัวเรือน,71413.1,33412.39,37676,50069,46442,47323.9,65756.6,77191.9,70104.24,0
421,ภาคใต้,สงขลา,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,2277.13,8269.83,23130,15923,7767,14206.3,9556.6,43701.1,14539.3,2
422,ภาคใต้,สงขลา,เพื่อใช้ทำการเกษตร,1510.14,5021.88,7455,9506,3960,7733.3,1496.1,9931.0,6715.43,1
423,ภาคใต้,สงขลา,เพื่อใช้ในการศึกษา,0.0,0.0,11355,5214,2918,1167.9,3657.6,2188.7,5111.57,1
424,ภาคใต้,สงขลา,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,11931.79,93364,61747,53949,37040.6,81059.1,32540.8,77855.4,0
425,ภาคใต้,สงขลา,อื่น ๆ,0.0,0.0,1129,67,43,0.0,0.0,6718.5,79.27,1
426,ภาคใต้,สตูล,เพื่อใช้จ่ายในครัวเรือน,27223.91,20125.11,25691,70421,68199,68341.3,105874.6,64014.7,53091.86,0
427,ภาคใต้,สตูล,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,9377.4,24377.92,8451,9353,16847,7713.3,3230.2,7474.9,23588.33,2
428,ภาคใต้,สตูล,เพื่อใช้ทำการเกษตร,15617.2,5858.33,5332,8447,50333,4435.9,9090.6,31919.5,5623.32,2
429,ภาคใต้,สตูล,เพื่อใช้ในการศึกษา,0.0,0.0,6136,370,3166,2338.2,2290.1,2137.5,4093.5,1
430,ภาคใต้,สตูล,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,31672.35,23424,27418,42874,16709.9,34626.7,39850.7,79963.94,5
431,ภาคใต้,สตูล,อื่น ๆ,4299.86,11.99,281,886,1705,1816.8,202.3,60.8,0.0,1
432,ภาคใต้,ตรัง,เพื่อใช้จ่ายในครัวเรือน,35621.7,28425.12,38702,81184,59670,82612.2,88079.7,85917.2,104108.01,0
433,ภาคใต้,ตรัง,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,15168.84,14356.0,33319,13239,12089,20905.9,20095.4,26314.9,25870.97,2
434,ภาคใต้,ตรัง,เพื่อใช้ทำการเกษตร,12467.73,15276.23,8681,9391,18123,5441.6,10394.6,2466.0,9550.41,2
435,ภาคใต้,ตรัง,เพื่อใช้ในการศึกษา,0.0,0.0,5008,3171,3861,1837.5,211.1,738.4,2940.69,1
436,ภาคใต้,ตรัง,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,36072.63,43638,59874,38507,43054.2,39726.7,16419.6,34063.47,5
437,ภาคใต้,ตรัง,อื่น ๆ,580.89,99294.13,4026,11980,633,827.0,1699.4,16.5,673.09,2
438,ภาคใต้,พัทลุง,เพื่อใช้จ่ายในครัวเรือน,45802.99,23320.14,45279,59421,67678,67935.1,69274.8,86455.1,72416.77,0
439,ภาคใต้,พัทลุง,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,19784.54,11264.62,15550,20135,15311,24106.5,22359.8,27625.6,17084.76,2
440,ภาคใต้,พัทลุง,เพื่อใช้ทำการเกษตร,15023.79,16171.68,12856,6941,12644,10697.3,22663.4,26185.2,27618.83,2
441,ภาคใต้,พัทลุง,เพื่อใช้ในการศึกษา,0.0,0.0,6056,5654,8847,4475.3,1730.5,3411.4,2675.35,1
442,ภาคใต้,พัทลุง,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,38378.31,31817,36450,33733,61986.8,42602.3,61133.4,59946.84,5
443,ภาคใต้,พัทลุง,อื่น ๆ,255.46,832.69,6073,1037,2204,617.7,3618.0,2175.8,3975.28,1
444,ภาคใต้,ปัตตานี,เพื่อใช้จ่ายในครัวเรือน,35861.75,31106.31,23291,25824,33162,43763.3,44687.2,57368.3,73966.25,0
445,ภาคใต้,ปัตตานี,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,5011.88,30285.51,10928,12186,16045,5350.3,15978.3,32034.3,23931.46,2
446,ภาคใต้,ปัตตานี,เพื่อใช้ทำการเกษตร,5034.97,7537.4,6698,3478,5242,270.9,9810.0,589.5,971.38,1
447,ภาคใต้,ปัตตานี,เพื่อใช้ในการศึกษา,0.0,0.0,4815,4506,4693,10426.9,7573.5,10826.5,7425.23,1
448,ภาคใต้,ปัตตานี,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,18809.28,35896,31553,20758,23060.2,29669.6,40289.5,28988.5,5
449,ภาคใต้,ปัตตานี,อื่น ๆ,236.58,4059.13,418,2573,2470,904.8,1384.0,431.9,2309.04,1
450,ภาคใต้,ยะลา,เพื่อใช้จ่ายในครัวเรือน,46274.51,14564.27,11880,13335,3137,16275.6,5611.9,10137.1,14012.64,2
451,ภาคใต้,ยะลา,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,3773.58,14912.08,11693,8380,2508,2762.1,11693.5,1677.1,4994.31,1
452,ภาคใต้,ยะลา,เพื่อใช้ทำการเกษตร,6518.26,6442.09,2044,3519,421,1505.8,163.8,36.1,683.53,1
453,ภาคใต้,ยะลา,เพื่อใช้ในการศึกษา,0.0,0.0,2410,2763,1834,1436.1,1669.7,0.0,3754.29,1
454,ภาคใต้,ยะลา,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,18716.24,26399,23990,10848,38187.1,16690.1,10422.1,4993.07,2
455,ภาคใต้,ยะลา,อื่น ๆ,0.0,0.0,1245,4382,154,0.0,0.0,0.0,0.0,1
456,ภาคใต้,นราธิวาส,เพื่อใช้จ่ายในครัวเรือน,17307.28,15313.07,10601,21474,7045,27018.9,33695.0,27220.1,43709.57,5
457,ภาคใต้,นราธิวาส,เพื่อใช้ทำธุรกิจที่ไม่ใช่การเกษตร,12866.93,5612.24,8500,2694,5368,1011.7,2164.7,2004.5,3803.81,1
458,ภาคใต้,นราธิวาส,เพื่อใช้ทำการเกษตร,3708.66,2594.38,1405,95,2258,510.4,1082.6,0.0,768.46,1
459,ภาคใต้,นราธิวาส,เพื่อใช้ในการศึกษา,0.0,0.0,2539,781,2014,1787.7,270.2,534.3,114.76,1
460,ภาคใต้,นราธิวาส,เพื่อใช้ซื้อ/เช่าซื้อบ้านและที่ดิน,0.0,14549.58,32001,11234,7482,10561.9,7761.6,10807.9,11886.15,2
461,ภาคใต้,นราธิวาส,อื่น ๆ,140.34,1227.8,2190,91,2080,51.9,0.0,0.0,0.0,1
